,voyage_name,voyage_start_time,voyage_start_lat,voyage_start_lon,voyage_end_time,voyage_end_lat,voyage_end_lon,invest_time,lat,lon,item_class,item_kind,size_sign,distance,debris_number,debris_color,observer_no,observer_name,time_zone,recorder,record_place,eye_level,course,speed,weather,wind_direction_type,wind_direction,wind_velocity_type,wind_velocity,sea_conditions,glare_type,glare,remarks,platform,terminal_id,camera_filename
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:01:33,34.38394999,130.8045834,流れ藻,SW,L,10～15,1,緑,,村田,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:04:58,34.39181666,130.8156667,潮目,?,?,?,?,?,,?,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:05:08,34.39181666,130.8156667,流れ藻,SW,S,25～30,1,茶,,村田,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:05:29,34.39296666,130.8172167,流れ藻,SW,S,10～15,1,茶,,村田,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:07:51,34.3983667,130.8249833,流れ藻,SW,M,5～10,1,茶,,大嶽,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:08:23,34.39944997,130.82655,流木,DW,S,20～25,1,茶,,村田,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:10:35,34.40383337,130.8325333,その他 人工物,UO,SS,10～15,1,白,,大嶽,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:19:25,34.42286666,130.8602833,その他 天然物,NO,SS,15～20,4,白,,大嶽,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:20:38,34.42493331,130.86345,流れ藻,SW,S,15～20,1,茶,,大嶽,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:24:03,34.43241667,130.8745334,流れ藻,SW,L,5～10,1,黄,,村田,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:24:48,34.43459999,130.8776833,その他 プラスチック製品,PC,SS,～5,1,白,,村田,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:25:09,34.43459999,130.8776833,流れ藻,SW,S,～5,1,茶,,村田,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:25:19,34.43566667,130.8793167,流れ藻,SW,S,5～10,1,茶,,村田,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:25:47,34.43671667,130.8809,流れ藻,SW,S,10～15,2,茶,,村田,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:26:00,34.43671667,130.8809,流れ藻,SW,M,10～15,2,茶,,村田,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:26:13,34.43774999,130.8824166,流れ藻,SW,S,15～20,2,茶,,村田,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:26:25,34.43774999,130.8824166,流れ藻,SW,M,5～10,1,茶,,村田,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:26:41,34.43774999,130.8824166,流れ藻,SW,S,5～10,1,茶,,村田,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:26:54,34.43885003,130.8838833,流れ藻,SW,L,5～10,2,茶,,村田,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:27:25,34.43996667,130.8854167,流れ藻,SW,L,5～10,1,茶,,大嶽,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:27:38,34.43996667,130.8854167,流れ藻,SW,S,10～15,2,茶,,村田,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:32:22,34.45113329,130.9008334,流れ藻,SW,S,5～10,1,黄,,村田,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:33:32,34.45338333,130.9038333,潮目,?,?,?,?,?,,?,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:34:04,34.45448337,130.9054,その他 人工物,UO,M,5～10,1,橙,,村田,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:34:31,34.45558333,130.90695,その他 プラスチック製品,PC,SS,5～10,1,白,,村田,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:34:44,34.45558333,130.90695,レジ袋,PBA,S,10～15,1,白,,大嶽,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:34:52,34.45669997,130.9084333,食品包装材,FP,S,10～15,1,白,,村田,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:35:04,34.45669997,130.9084333,その他 プラスチック製品,PC,SS,15～20,1,白,,村田,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:36:37,34.46001668,130.9131333,レジ袋,PBA,S,20～25,1,白,,村田,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:37:11,34.46111664,130.9146834,流れ藻,SW,SS,～5,1,茶,,大嶽,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:38:46,34.46451668,130.9194167,その他 プラスチック製品,PC,S,45～50,1,白,,大嶽,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:40:11,34.46784999,130.9242833,発泡スチロール,EPS,M,10～15,1,白,,大嶽,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:40:48,34.46903335,130.92585,潮目,?,?,?,?,?,,?,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:43:01,34.4746333,130.9337333,潮目,?,?,?,?,?,,?,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:43:15,34.4756667,130.9353,その他 人工物,UO,S,20～25,3,白,,村田,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:43:31,34.4756667,130.9353,食品包装材,FP,S,10～15,2,白,,村田,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:43:52,34.47664998,130.9368667,その他 人工物,UO,SS,10～15,1,青,,大嶽,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:44:32,34.47771667,130.9383667,その他 プラスチック製品,PC,S,10～15,1,白,,村田,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:46:31,34.48209998,130.9446,その他 人工物,UO,S,10～15,1,白,,大嶽,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:46:48,34.48318334,130.9462167,潮目,?,?,?,?,?,,?,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:47:55,34.48538334,130.9491834,流れ藻,SW,S,5～10,2,茶,,村田,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:48:36,34.48651666,130.95075,流れ藻,SW,L,75～100,1,茶,,村田,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:48:52,34.4876333,130.9523334,流れ藻,SW,S,5～10,1,茶,,村田,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:49:19,34.48879997,130.9539167,その他 人工物,UO,SS,5～10,1,赤,,村田,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:49:40,34.48879997,130.9539167,流れ藻,SW,S,5～10,1,茶,,村田,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:52:04,34.49456664,130.9615333,流木,DW,SS,10～15,1,茶,,村田,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:52:14,34.49563332,130.9631167,流れ藻,SW,SS,～5,1,茶,,村田,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:52:23,34.49563332,130.9631167,流れ藻,SW,SS,～5,1,茶,,村田,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:52:36,34.49676664,130.9646,流れ藻,SW,S,5～10,1,茶,,村田,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:53:02,34.49676664,130.9646,流れ藻,SW,S,5～10,1,茶,,大嶽,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:54:07,34.49903335,130.9677167,流れ藻,SW,S,5～10,1,茶,,村田,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:54:24,34.50011663,130.9692667,その他 プラスチック製品,PC,SS,5～10,1,白,,村田,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:54:33,34.50011663,130.9692667,流れ藻,SW,SS,5～10,1,茶,,村田,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:55:35,34.50244999,130.9722333,流れ藻,SW,S,5～10,1,茶,,村田,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:56:18,34.50351667,130.9737833,発泡スチロール,EPS,S,20～25,1,白,,村田,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:57:22,34.50690002,130.9784666,漁網,FGN,SS,5～10,1,白,,大嶽,,大嶽,左舷,,,,,,,,,,,,,,,
1,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 10:59:12,34.5101833,130.9830167,発泡スチロール,EPS,SS,15～20,1,白,,村田,,大嶽,左舷,,,,,,,,,,,,,,,
2,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 11:00:27,34.51316667,130.9878667,流れ藻,SW,S,15～20,1,茶,,村田,,大石翼,左舷,,,,,,,,,,,,,,,
2,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 11:00:55,34.51425003,130.9894333,流れ藻,SW,S,5～10,?,茶,,村田,,大石翼,左舷,,,,,,,,,,,,,,,
2,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 11:06:03,34.52523334,131.00495,流れ藻,SW,SS,～5,1,茶,,大嶽,,大石翼,左舷,,,,,,,,,,,,,,,
2,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 11:06:38,34.5263333,131.0065334,その他 人工物,UO,S,5～10,1,白,,村田,,大石翼,左舷,,,,,,,,,,,,,,,
2,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 11:07:20,34.52854997,131.0097333,その他 人工物,UO,S,5～10,1,白,,大嶽,,大石翼,左舷,,,,,,,,,,,,,,,
2,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 11:09:07,34.53178329,131.0143833,レジ袋,PBA,S,20～25,1,白,,大嶽,,大石翼,左舷,,,,,,,,,,,,,,,
2,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 11:09:47,34.53393334,131.0176333,流れ藻,SW,SS,～5,2,茶,,大嶽,,大石翼,左舷,,,,,,,,,,,,,,,
2,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 11:11:14,34.53718334,131.0224166,流れ藻,SW,S,15～20,1,茶,,石岡,,大石翼,左舷,,,,,,,,,,,,,,,
2,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 11:12:09,34.53821666,131.024,流れ藻,SW,S,～5,1,茶,,岩田,,大石翼,左舷,,,,,,,,,,,,,,,
2,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 11:12:33,34.53930002,131.0255833,流れ藻,SW,S,～5,1,茶,,石岡,,大石翼,左舷,,,,,,,,,,,,,,,
2,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 11:13:01,34.53930002,131.0255833,流れ藻,SW,SS,～5,2,茶,,石岡,,大石翼,左舷,,,,,,,,,,,,,,,
2,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 11:13:33,34.54154997,131.0288,流れ藻,SW,SS,～5,1,茶,,石岡,,大石翼,左舷,,,,,,,,,,,,,,,
2,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 11:13:46,34.54266669,131.0304167,その他 プラスチック製品,PC,SS,5～10,1,白,,岩田,,大石翼,左舷,,,,,,,,,,,,,,,
2,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 11:14:12,34.54266669,131.0304167,流れ藻,SW,SS,5～10,1,茶,,岩田,,大石翼,左舷,,,,,,,,,,,,,,,
2,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 11:14:30,34.54374997,131.03205,流れ藻,SW,S,～5,1,茶,,岩田,,大石翼,左舷,,,,,,,,,,,,,,,
2,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 11:15:35,34.54594997,131.0353,流れ藻,SW,S,5～10,2,?,,岩田,,大石翼,左舷,,,,,,,,,,,,,,,
2,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 11:16:12,34.54703333,131.0369,流れ藻,SW,S,5～10,2,茶,,江原,,大石翼,左舷,,,,,,,,,,,,,,,
2,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 11:16:46,34.54808333,131.0385167,流れ藻,SW,S,5～10,1,茶,,岩田,,大石翼,左舷,,,,,,,,,,,,,,,
2,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 11:17:14,34.55018333,131.0416667,潮目,?,?,?,?,?,,?,,大石翼,左舷,,,,,,,,,,,,,,,
2,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 11:17:32,34.55018333,131.0416667,その他 プラスチック製品,PC,S,～5,1,グレー,,石岡,,大石翼,左舷,,,,,,,,,,,,,,,
2,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 11:17:47,34.55123333,131.0433,発泡スチロール,EPS,S,～5,2,白,,石岡,,大石翼,左舷,,,,,,,,,,,,,,,
2,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 11:18:51,34.55336669,131.0465333,その他 プラスチック製品,PC,SS,～5,1,白,,岩田,,大石翼,左舷,,,,,,,,,,,,,,,
2,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 11:19:12,34.55336669,131.0465333,その他 プラスチック製品,PC,SS,10～15,1,白,,石岡,,大石翼,左舷,,,,,,,,,,,,,,,
2,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 11:19:37,34.55444997,131.0481333,流れ藻,SW,S,～5,2,茶,,岩田,,大石翼,左舷,,,,,,,,,,,,,,,
2,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 11:19:50,34.55555001,131.0497667,流れ藻,SW,S,5～10,2,茶,,岩田,,大石翼,左舷,,,,,,,,,,,,,,,
2,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 11:20:06,34.55555001,131.0497667,流れ藻,SW,S,～5,1,茶,,岩田,,大石翼,左舷,,,,,,,,,,,,,,,
2,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 11:20:15,34.55664997,131.0513833,流れ藻,SW,S,5～10,2,茶,,石岡,,大石翼,左舷,,,,,,,,,,,,,,,
2,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 11:20:54,34.55773333,131.053,流れ藻,SW,SS,～5,1,茶,,岩田,,大石翼,左舷,,,,,,,,,,,,,,,
2,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 11:21:19,34.55881669,131.0546,食品包装材,FP,SS,～5,1,白,,石岡,,大石翼,左舷,,,,,,,,,,,,,,,
2,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 11:21:44,34.55988337,131.0562167,食品包装材,FP,SS,～5,1,白,,石岡,,大石翼,左舷,,,,,,,,,,,,,,,
2,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 11:21:54,34.55988337,131.0562167,流れ藻,SW,S,～5,4,茶,,岩田,,大石翼,左舷,,,,,,,,,,,,,,,
2,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 11:22:05,34.55988337,131.0562167,その他 プラスチック製品,PC,S,～5,1,白,,石岡,,大石翼,左舷,,,,,,,,,,,,,,,
2,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 11:22:25,34.56094997,131.0578,その他 プラスチック製品,PC,S,5～10,1,白,,石岡,,大石翼,左舷,,,,,,,,,,,,,,,
2,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 11:22:38,34.56094997,131.0578,その他 プラスチック製品,PC,SS,15～20,1,白,,石岡,,大石翼,左舷,,,,,,,,,,,,,,,
2,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 11:22:58,34.56205001,131.0594333,流れ藻,SW,S,5～10,1,茶,,石岡,,大石翼,左舷,,,,,,,,,,,,,,,
2,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 11:23:30,34.56311669,131.0610667,食品包装材,FP,SS,5～10,1,白,,石岡,,大石翼,左舷,,,,,,,,,,,,,,,
2,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 11:23:51,34.56421665,131.0627,食品包装材,FP,SS,～5,1,白,,石岡,,大石翼,左舷,,,,,,,,,,,,,,,
2,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 11:24:03,34.56421665,131.0627,レジ袋,PBA,S,～5,1,茶,,石岡,,大石翼,左舷,,,,,,,,,,,,,,,
2,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 11:24:20,34.56524997,131.0643167,その他 プラスチック製品,PC,SS,～5,約10,白,,石岡,,大石翼,左舷,,,,,,,,,,,,,,,
2,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 11:24:52,34.56633333,131.0659,潮目,?,?,?,?,?,,?,,大石翼,左舷,,,,,,,,,,,,,,,
2,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 11:25:42,34.56738333,131.0675333,流れ藻,SW,S,5～10,1,茶,,石岡,,大石翼,左舷,,,,,,,,,,,,,,,
2,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 11:25:53,34.56846669,131.06915,レジ袋,PBA,SS,5～10,1,茶,,石岡,,大石翼,左舷,,,,,,,,,,,,,,,
2,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 11:26:20,34.56846669,131.06915,流れ藻,SW,S,5～10,1,茶,,石岡,,大石翼,左舷,,,,,,,,,,,,,,,
2,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 11:27:07,34.57061665,131.0724667,流れ藻,SW,S,5～10,1,茶,,石岡,,大石翼,左舷,,,,,,,,,,,,,,,
2,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 11:27:23,34.57166665,131.0740834,流れ藻,SW,S,5～10,5,茶,,岩田,,大石翼,左舷,,,,,,,,,,,,,,,
2,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 11:28:47,34.57374997,131.0773334,流れ藻,SW,S,5～10,2,茶,,大石,,大石翼,左舷,,,,,,,,,,,,,,,
2,神鷹20150718,2015/07/18-10:00:00,34.38095,130.8004833,2015/07/18-18:00:00,35.33371667,132.037,2015/7/18- 11:29:26,34.5758333,131.0805834,流れ藻,SW,S,5～10,1,茶,,岩田,,大石翼,左舷,,,,,,,,,,,,,,,
