invest_time,lat,lon
2014/08/21- 16:10:50,,
2014/08/21- 16:11:15,,
2014/08/21- 16:11:44,,
2014/08/21- 16:11:50,,
2014/08/21- 16:16:00,,
2014/08/21- 16:23:20,,
2014/08/21- 16:27:13,,
2014/08/21- 16:43:38,,
2014/08/21- 16:43:42,,
2014/08/21- 16:46:50,,
2014/08/21- 16:49:31,,
2014/08/21- 16:50:30,,
2014/08/21- 16:51:16,,
2014/08/21- 16:53:34,,
2014/08/21- 16:53:48,,
2014/08/21- 16:54:39,,
2014/08/21- 16:55:23,,
2014/08/21- 16:58:18,,
2014/08/21- 16:59:50,,
2014/08/22- 6:32:30,,
2014/08/22- 6:40:00,,
2014/08/22- 6:42:00,,
2014/08/22- 6:45:00,,
2014/08/22- 6:48:00,,
2014/08/22- 6:48:00,,
2014/08/22- 6:48:00,,
2014/08/22- 6:49:00,,
2014/08/22- 6:51:00,,
2014/08/22- 6:51:00,,
2014/08/22- 6:54:00,,
2014/08/22- 6:55:00,,
2014/08/22- 6:56:00,,
2014/08/22- 6:58:00,,
2014/08/22- 6:58:00,,
2014/08/22- 6:58:00,,
2014/08/22- 6:58:00,,
2014/08/22- 7:00:00,,
2014/08/22- 7:00:00,,
2014/08/22- 7:00:00,,
2014/08/22- 7:00:00,,
2014/08/22- 7:01:00,,
2014/08/22- 7:01:00,,
2014/08/22- 7:01:00,,
2014/08/22- 7:01:00,,
2014/08/22- 7:02:30,,
2014/08/22- 7:03:00,,
2014/08/22- 7:03:40,,
2014/08/22- 7:03:42,,
2014/08/22- 7:04:00,,
2014/08/22- 7:04:00,,
2014/08/22- 7:05:00,,
2014/08/22- 7:05:00,,
2014/08/22- 7:05:55,,
2014/08/22- 7:05:58,,
2014/08/22- 7:06:40,,
2014/08/22- 7:06:40,,
2014/08/22- 7:07:03,,
2014/08/22- 7:05:20,,
2014/08/22- 7:05:20,,
2014/08/22- 7:05:50,,
2014/08/22- 7:09:03,,
2014/08/22- 7:09:25,,
2014/08/22- 7:10:40,,
2014/08/22- 7:12:28,,
2014/08/22- 7:12:45,,
2014/08/22- 7:12:59,,
2014/08/22- 7:12:20,,
2014/08/22- 7:12:29,,
2014/08/22- 7:13:36,,
2014/08/22- 7:14:49,,
2014/08/22- 7:15:10,,
2014/08/22- 7:16:30,,
2014/08/22- 7:16:30,,
2014/08/22- 7:17:09,,
2014/08/22- 7:18:00,,
2014/08/22- 7:18:30,,
2014/08/22- 7:19:00,,
2014/08/22- 7:19:10,,
2014/08/22- 7:19:40,,
2014/08/22- 7:20:30,,
2014/08/22- 7:21:40,,
2014/08/22- 7:22:15,,
2014/08/22- 7:23:03,,
2014/08/22- 7:28:03,,
2014/08/22- 7:34:20,,
2014/08/22- 7:35:50,,
2014/08/22- 7:36:00,,
2014/08/22- 7:47:38,,
2014/08/22- 7:49:35,,
2014/08/22- 7:49:35,,
2014/08/22- 7:49:40,,
2014/08/22- 7:53:20,,
2014/08/22- 7:54:19,,
2014/08/22- 7:54:52,,
2014/08/22- 7:55:00,,
2014/08/22- 7:55:30,,
2014/08/22- 7:56:30,,
2014/08/22- 7:57:50,,
2014/08/22- 7:59:00,,
2014/08/22- 8:00:40,,
2014/08/22- 8:01:20,,
2014/08/22- 8:01:40,,
2014/08/22- 8:01:18,,
2014/08/22- 8:02:00,,
2014/08/22- 8:02:00,,
2014/08/22- 8:05:30,,
2014/08/22- 8:06:00,,
2014/08/22- 8:07:08,,
2014/08/22- 8:08:50,,
2014/08/22- 8:10:00,,
2014/08/22- 8:10:01,,
2014/08/22- 8:10:55,,
2014/08/22- 8:12:00,,
2014/08/22- 8:13:15,,
2014/08/22- 8:13:46,,
2014/08/22- 8:14:10,,
2014/08/22- 8:14:50,,
2014/08/22- 8:15:30,,
2014/08/22- 8:15:30,,
2014/08/22- 8:15:30,,
2014/08/22- 8:16:20,,
2014/08/22- 8:17:26,,
2014/08/22- 8:18:50,,
2014/08/22- 8:19:20,,
2014/08/22- 8:20:00,,
2014/08/22- 8:20:00,,
2014/08/22- 8:20:00,,
2014/08/22- 8:21:07,,
2014/08/22- 8:22:55,,
2014/08/22- 8:22:55,,
2014/08/22- 8:23:07,,
2014/08/22- 8:23:45,,
2014/08/22- 8:24:00,,
2014/08/22- 8:24:15,,
2014/08/22- 8:24:25,,
2014/08/22- 8:24:33,,
2014/08/22- 8:25:00,,
2014/08/22- 8:25:00,,
2014/08/22- 8:25:36,,
2014/08/22- 8:26:11,,
2014/08/22- 8:26:40,,
2014/08/22- 8:27:50,,
2014/08/22- 8:28:10,,
2014/08/22- 8:29:50,,
2014/08/22- 8:29:56,,
2014/08/22- 8:31:07,,
2014/08/22- 8:32:21,,
2014/08/22- 8:34:20,,
2014/08/22- 8:35:20,,
2014/08/22- 8:36:20,,
2014/08/22- 8:40:16,,
2014/08/22- 8:40:16,,
2014/08/22- 8:40:16,,
2014/08/22- 8:40:16,,
2014/08/22- 8:40:17,,
2014/08/22- 8:40:20,,
2014/08/22- 8:40:20,,
2014/08/22- 8:41:14,,
2014/08/22- 8:41:42,,
2014/08/22- 8:42:20,,
2014/08/22- 8:42:30,,
2014/08/22- 8:43:30,,
2014/08/22- 8:45:34,,
2014/08/22- 8:45:35,,
2014/08/22- 8:46:00,,
2014/08/22- 8:46:16,,
2014/08/22- 8:47:50,,
2014/08/22- 8:48:00,,
2014/08/22- 8:48:40,,
2014/08/22- 8:49:00,,
2014/08/22- 8:49:07,,
2014/08/22- 8:50:13,,
2014/08/22- 8:50:29,,
2014/08/22- 8:51:20,,
2014/08/22- 8:51:30,,
2014/08/22- 8:52:40,,
2014/08/22- 8:53:00,,
2014/08/22- 8:53:54,,
2014/08/22- 8:54:26,,
2014/08/22- 8:53:50,,
2014/08/22- 8:54:45,,
2014/08/22- 8:54:55,,
2014/08/22- 8:55:00,,
2014/08/22- 8:56:00,,
2014/08/22- 8:56:10,,
2014/08/22- 8:56:53,,
2014/08/22- 8:58:07,,
2014/08/22- 8:58:50,,
2014/08/22- 8:59:00,,
2014/08/22- 8:59:50,,
2014/08/22- 9:00:00,,
2014/08/22- 9:00:00,,
2014/08/22- 9:05:50,,
2014/08/22- 9:06:10,,
2014/08/22- 9:07:20,,
2014/08/22- 9:07:50,,
2014/08/22- 9:08:30,,
2014/08/22- 9:08:50,,
2014/08/22- 9:09:20,,
2014/08/22- 9:09:45,,
2014/08/22- 9:09:50,,
2014/08/22- 9:10:20,,
2014/08/22- 9:10:45,,
2014/08/22- 9:11:00,,
2014/08/22- 9:13:30,,
2014/08/22- 9:14:50,,
2014/08/22- 9:15:50,,
2014/08/22- 9:16:20,,
2014/08/22- 9:19:15,,
2014/08/22- 9:19:45,,
2014/08/22- 9:21:00,,
2014/08/22- 9:21:30,,
2014/08/22- 9:22:00,,
2014/08/22- 9:22:05,,
2014/08/22- 9:22:40,,
2014/08/22- 9:23:30,,
2014/08/22- 9:24:20,,
2014/08/22- 9:25:00,,
2014/08/22- 9:25:40,,
2014/08/22- 9:26:00,,
2014/08/22- 9:26:30,,
2014/08/22- 9:28:10,,
2014/08/22- 9:29:00,,
2014/08/22- 9:30:55,,
2014/08/22- 9:31:45,,
2014/08/22- 9:32:10,,
2014/08/22- 9:32:00,,
2014/08/22- 9:32:50,,
2014/08/22- 9:33:00,,
2014/08/22- 9:33:20,,
2014/08/22- 9:33:45,,
2014/08/22- 9:34:00,,
2014/08/22- 9:34:30,,
2014/08/22- 9:34:40,,
2014/08/22- 9:36:30,,
2014/08/22- 9:36:40,,
2014/08/22- 9:37:00,,
2014/08/22- 9:37:30,,
2014/08/22- 9:37:50,,
2014/08/22- 9:38:00,,
2014/08/22- 9:38:15,,
2014/08/22- 9:38:30,,
2014/08/22- 9:40:00,,
2014/08/22- 9:41:10,,
2014/08/22- 9:41:40,,
2014/08/22- 9:41:55,,
2014/08/22- 9:42:00,,
2014/08/22- 9:42:45,,
2014/08/22- 9:43:45,,
2014/08/22- 9:44:50,,
2014/08/22- 9:45:10,,
2014/08/22- 9:45:40,,
2014/08/22- 9:46:20,,
2014/08/22- 9:47:00,,
2014/08/22- 9:47:30,,
2014/08/22- 9:48:10,,
2014/08/22- 9:49:00,,
2014/08/22- 9:52:30,,
2014/08/22- 9:52:45,,
2014/08/22- 9:52:50,,
2014/08/22- 9:53:00,,
2014/08/22- 9:54:50,,
2014/08/22- 9:58:00,,
2014/08/22- 9:59:40,,
2014/08/22- 9:59:50,,
2014/08/22- 10:03:40,,
2014/08/22- 10:05:00,,
2014/08/22- 10:06:01,,
2014/08/22- 10:06:05,,
2014/08/22- 10:07:45,,
2014/08/22- 10:10:10,,
2014/08/22- 10:12:10,,
2014/08/22- 10:13:30,,
2014/08/22- 10:14:50,,
2014/08/22- 10:15:40,,
2014/08/22- 10:16:40,,
2014/08/22- 10:17:50,,
2014/08/22- 10:21:45,,
2014/08/22- 10:22:15,,
2014/08/22- 10:23:15,,
2014/08/22- 10:24:55,,
2014/08/22- 10:25:15,,
2014/08/22- 10:28:45,,
2014/08/22- 10:28:50,,
2014/08/22- 10:32:10,,
2014/08/22- 10:34:00,,
2014/08/22- 10:35:00,,
2014/08/22- 10:36:50,,
2014/08/22- 10:37:00,,
2014/08/22- 10:38:10,,
2014/08/22- 10:38:20,,
2014/08/22- 10:38:30,,
2014/08/22- 10:39:25,,
2014/08/22- 10:40:40,,
2014/08/22- 10:41:00,,
2014/08/22- 10:41:50,,
2014/08/22- 10:42:00,,
2014/08/22- 10:42:00,,
2014/08/22- 10:42:30,,
2014/08/22- 10:43:45,,
2014/08/22- 10:44:30,,
2014/08/22- 10:45:00,,
2014/08/22- 10:46:10,,
2014/08/22- 10:46:30,,
2014/08/22- 10:46:45,,
2014/08/22- 10:48:00,,
2014/08/22- 10:48:20,,
2014/08/22- 10:48:40,,
2014/08/22- 10:49:40,,
2014/08/22- 10:51:25,,
2014/08/22- 10:52:25,,
2014/08/22- 10:54:35,,
2014/08/22- 10:55:50,,
2014/08/22- 10:57:20,,
2014/08/22- 10:58:50,,
2014/08/22- 10:59:00,,
2014/08/22- 10:59:10,,
2014/08/22- 10:59:50,,
2014/08/22- 11:00:00,,
2014/08/23- 6:00:10,,
2014/08/23- 6:00:30,,
2014/08/23- 6:01:20,,
2014/08/23- 6:02:00,,
2014/08/23- 6:02:30,,
2014/08/23- 6:02:45,,
2014/08/23- 6:03:30,,
2014/08/23- 6:03:40,,
2014/08/23- 6:03:40,,
2014/08/23- 6:04:10,,
2014/08/23- 6:05:09,,
2014/08/23- 6:05:30,,
2014/08/23- 6:06:17,,
2014/08/23- 6:06:40,,
2014/08/23- 6:06:45,,
2014/08/23- 6:07:07,,
2014/08/23- 6:07:07,,
2014/08/23- 6:07:20,,
2014/08/23- 6:07:34,,
2014/08/23- 6:07:49,,
2014/08/23- 6:08:18,,
2014/08/23- 6:08:30,,
2014/08/23- 6:08:50,,
2014/08/23- 6:09:00,,
2014/08/23- 6:09:30,,
2014/08/23- 6:09:45,,
2014/08/23- 6:10:00,,
2014/08/23- 6:10:30,,
2014/08/23- 6:10:50,,
2014/08/23- 6:10:50,,
2014/08/23- 6:11:25,,
2014/08/23- 6:11:52,,
2014/08/23- 6:12:09,,
2014/08/23- 6:12:30,,
2014/08/23- 6:13:45,,
2014/08/23- 6:14:00,,
2014/08/23- 6:15:00,,
2014/08/23- 6:15:50,,
2014/08/23- 6:16:40,,
2014/08/23- 6:17:40,,
2014/08/23- 6:17:45,,
2014/08/23- 6:18:20,,
2014/08/23- 6:18:50,,
2014/08/23- 6:19:06,,
2014/08/23- 6:20:20,,
2014/08/23- 6:20:30,,
2014/08/23- 6:20:58,,
2014/08/23- 6:21:08,,
2014/08/23- 6:21:31,,
2014/08/23- 6:22:23,,
2014/08/23- 6:22:30,,
2014/08/23- 6:23:30,,
2014/08/23- 6:24:00,,
2014/08/23- 6:24:40,,
2014/08/23- 6:25:30,,
2014/08/23- 6:28:10,,
2014/08/23- 6:28:30,,
2014/08/23- 6:29:00,,
2014/08/23- 6:29:45,,
2014/08/23- 6:29:45,,
2014/08/23- 6:30:45,,
2014/08/23- 6:32:30,,
2014/08/23- 6:32:55,,
2014/08/23- 6:33:24,,
2014/08/23- 6:35:35,,
2014/08/23- 6:35:50,,
2014/08/23- 6:36:20,,
2014/08/23- 6:37:04,,
2014/08/23- 6:37:17,,
2014/08/23- 6:47:10,,
2014/08/23- 6:47:15,,
2014/08/23- 6:48:10,,
2014/08/23- 6:48:40,,
2014/08/23- 6:53:21,,
2014/08/23- 6:55:15,,
2014/08/23- 6:57:30,,
2014/08/23- 6:58:17,,
2014/08/23- 7:03:20,,
2014/08/23- 7:05:12,,
2014/08/23- 7:07:40,,
2014/08/23- 7:10:42,,
2014/08/23- 7:11:57,,
2014/08/23- 7:15:15,,
2014/08/23- 7:15:30,,
2014/08/23- 7:16:05,,
2014/08/23- 7:16:30,,
2014/08/23- 7:16:45,,
2014/08/23- 7:17:20,,
2014/08/23- 7:18:10,,
2014/08/23- 7:18:27,,
2014/08/23- 7:20:10,,
2014/08/23- 7:21:50,,
2014/08/23- 7:22:10,,
