,,lat.,lon.
2014/8/21,11:01:57,31.84426669,131.63725
2014/8/21,11:02:25,31.84296666,131.6370334
2014/8/21,11:02:58,31.8416833,131.6366
2014/8/21,11:03:26,31.84043331,131.63605
2014/8/21,11:03:55,31.83956671,131.6357
2014/8/21,11:04:27,31.83788337,131.63495
2014/8/21,11:04:55,31.83660001,131.6344167
2014/8/21,11:05:28,31.83531666,131.6339
2014/8/21,11:05:56,31.83403331,131.6333834
2014/8/21,11:06:25,31.8331667,131.63305
2014/8/21,11:06:57,31.83148337,131.63235
2014/8/21,11:07:26,31.83020001,131.63185
2014/8/21,11:07:58,31.82893334,131.63135
2014/8/21,11:08:26,31.82764999,131.63085
2014/8/21,11:08:54,31.82681666,131.6305167
2014/8/21,11:09:27,31.82515,131.6297333
2014/8/21,11:09:54,31.82431667,131.6293
2014/8/21,11:10:26,31.82266669,131.6284667
2014/8/21,11:10:55,31.82184996,131.62805
2014/8/21,11:11:26,31.82019998,131.6272333
2014/8/21,11:11:54,31.81938333,131.6268333
2014/8/21,11:12:26,31.81773336,131.6260167
2014/8/21,11:12:54,31.8169333,131.6255833
2014/8/21,11:13:27,31.81528333,131.6247667
2014/8/21,11:13:55,31.81405001,131.6241333
2014/8/21,11:14:27,31.81405001,131.6241333
2014/8/21,11:14:54,31.81155003,131.6229
2014/8/21,11:15:27,31.81030003,131.6222667
2014/8/21,11:15:54,31.80945002,131.62185
2014/8/21,11:16:26,31.80778337,131.621
2014/8/21,11:16:55,31.80696663,131.6205667
2014/8/21,11:17:26,31.80529998,131.6197167
2014/8/21,11:17:55,31.80444997,131.6193334
2014/8/21,11:18:27,31.80275003,131.6185834
2014/8/21,11:18:55,31.80146668,131.618
2014/8/21,11:19:27,31.80018333,131.6174167
2014/8/21,11:19:55,31.79888329,131.6168333
2014/8/21,11:20:27,31.79760003,131.61625
2014/8/21,11:20:56,31.79629999,131.6156667
2014/8/21,11:21:28,31.79629999,131.6156667
2014/8/21,11:21:56,31.79370001,131.61445
2014/8/21,11:22:25,31.79283332,131.6140667
2014/8/21,11:22:57,31.79108335,131.6132833
2014/8/21,11:23:25,31.78976663,131.6127
2014/8/21,11:23:57,31.78846668,131.6121333
2014/8/21,11:24:26,31.78714997,131.6115667
2014/8/21,11:24:54,31.78626669,131.6112167
2014/8/21,11:25:26,31.78450003,131.6104333
2014/8/21,11:25:55,31.78361666,131.6100333
2014/8/21,11:26:27,31.78185001,131.6092833
2014/8/21,11:26:56,31.7805167,131.6086334
2014/8/21,11:27:24,31.77961665,131.6082333
2014/8/21,11:27:57,31.77779996,131.6074834
2014/8/21,11:28:25,31.77688331,131.6070667
2014/8/21,11:28:57,31.7750667,131.60625
2014/8/21,11:29:26,31.77370003,131.6056667
2014/8/21,11:29:58,31.7723,131.6051167
2014/8/21,11:30:26,31.77093334,131.6045167
2014/8/21,11:30:55,31.76954999,131.604
2014/8/21,11:31:27,31.7682,131.6033834
2014/8/21,11:31:56,31.76683333,131.6028
2014/8/21,11:32:28,31.76548334,131.6022334
2014/8/21,11:32:56,31.76413335,131.6017
2014/8/21,11:33:25,31.7632167,131.6013667
2014/8/21,11:33:57,31.76140001,131.6006333
2014/8/21,11:34:26,31.76005002,131.6000833
2014/8/21,11:34:58,31.75871663,131.5995167
2014/8/21,11:35:27,31.75736664,131.5990166
2014/8/21,11:35:55,31.75648335,131.5986167
2014/8/21,11:36:27,31.75470002,131.59795
2014/8/21,11:36:56,31.75335003,131.59745
2014/8/21,11:37:27,31.75201664,131.5969166
2014/8/21,11:37:56,31.75068333,131.59635
2014/8/21,11:38:24,31.74979996,131.5959833
2014/8/21,11:38:56,31.74803331,131.59535
2014/8/21,11:39:25,31.74713334,131.5950166
2014/8/21,11:39:57,31.74536669,131.5943
2014/8/21,11:40:26,31.74403329,131.5938167
2014/8/21,11:40:54,31.74315001,131.5934666
2014/8/21,11:41:27,31.74136668,131.5928166
2014/8/21,11:41:55,31.74003337,131.5923
2014/8/21,11:42:27,31.73868329,131.5918667
2014/8/21,11:42:56,31.73736666,131.59135
2014/8/21,11:43:24,31.7364667,131.59105
2014/8/21,11:43:57,31.73469996,131.5903834
2014/8/21,11:44:25,31.73336665,131.58995
2014/8/21,11:44:58,31.73203334,131.5894666
2014/8/21,11:45:26,31.73068335,131.5890167
2014/8/21,11:45:54,31.7297833,131.5886833
2014/8/21,11:46:27,31.72801665,131.5880167
2014/8/21,11:46:55,31.72668334,131.5875
2014/8/21,11:47:27,31.72535003,131.5870167
2014/8/21,11:47:56,31.72401664,131.5865333
2014/8/21,11:48:24,31.72311667,131.5862166
