2015/7/22- 6:05:03,2015/7/22,6:04:59,39.55425002,137.8719166
2015/7/22- 6:06:49,2015/7/22,6:07:01,39.5561833,137.8716667
2015/7/22- 6:08:33,2015/7/22,6:08:30,39.55740002,137.8715834
2015/7/22- 6:09:14,2015/7/22,6:08:58,39.55786664,137.8715667
2015/7/22- 6:10:12,2015/7/22,6:09:59,39.55879997,137.8715166
2015/7/22- 6:12:11,2015/7/22,6:12:01,39.56079997,137.8714
2015/7/22- 6:16:03,2015/7/22,6:16:01,39.56428332,137.8714333
2015/7/22- 6:17:40,2015/7/22,6:17:30,39.56536668,137.8714667
2015/7/22- 6:19:04,2015/7/22,6:19:00,39.56658332,137.87155
2015/7/22- 6:21:15,2015/7/22,6:21:30,39.56941665,137.8713667
2015/7/22- 6:26:14,2015/7/22,6:25:58,39.57945004,137.8685167
2015/7/22- 6:26:51,2015/7/22,6:26:59,39.58304998,137.86735
2015/7/22- 6:29:53,2015/7/22,6:29:58,39.59245004,137.8642334
2015/7/22- 6:30:43,2015/7/22,6:30:30,39.59413338,137.86365
2015/7/22- 6:31:21,2015/7/22,6:31:31,39.59810003,137.8622833
2015/7/22- 6:33:06,2015/7/22,6:33:01,39.6032,137.8605667
2015/7/22- 6:37:32,2015/7/22,6:37:29,39.61793337,137.8556833
2015/7/22- 6:37:50,2015/7/22,6:38:01,39.6202,137.8549167
2015/7/22- 6:39:09,2015/7/22,6:38:58,39.62303334,137.8539667
2015/7/22- 6:40:03,2015/7/22,6:39:59,39.62641669,137.8527667
2015/7/22- 6:41:39,2015/7/22,6:41:29,39.63149998,137.8509833
2015/7/22- 6:43:17,2015/7/22,6:43:31,39.63884999,137.8483667
2015/7/22- 6:44:04,2015/7/22,6:43:59,39.63998331,137.84795
2015/7/22- 6:47:52,2015/7/22,6:47:59,39.65363332,137.8430334
2015/7/22- 6:48:36,2015/7/22,6:48:31,39.65588336,137.8421667
2015/7/22- 6:49:25,2015/7/22,6:49:28,39.65873337,137.8411667
2015/7/22- 6:49:39,2015/7/22,6:49:28,39.65873337,137.8411667
2015/7/22- 6:49:51,2015/7/22,6:50:01,39.66098333,137.8403167
2015/7/22- 6:50:36,2015/7/22,6:50:29,39.66213332,137.83995
2015/7/22- 6:51:44,2015/7/22,6:51:30,39.66609998,137.8385334
2015/7/22- 6:52:24,2015/7/22,6:52:31,39.66948333,137.8373166
2015/7/22- 6:52:36,2015/7/22,6:52:31,39.66948333,137.8373166
2015/7/22- 6:52:59,2015/7/22,6:53:00,39.67061665,137.8369167
2015/7/22- 6:53:54,2015/7/22,6:54:01,39.6745667,137.8355
2015/7/22- 6:54:07,2015/7/22,6:54:01,39.6745667,137.8355
2015/7/22- 6:54:59,2015/7/22,6:55:02,39.67794998,137.8342833
2015/7/22- 6:56:00,2015/7/22,6:55:59,39.68079999,137.8332667
2015/7/22- 6:56:24,2015/7/22,6:56:31,39.68306663,137.83245
2015/7/22- 6:56:49,2015/7/22,6:56:59,39.68418335,137.8320167
2015/7/22- 6:57:27,2015/7/22,6:57:28,39.68586668,137.83135
2015/7/22- 6:57:43,2015/7/22,6:57:28,39.68586668,137.83135
2015/7/22- 6:59:36,2015/7/22,6:59:30,39.69263331,137.8288333
2015/7/22- 7:00:03,2015/7/22,6:59:58,39.69431665,137.8281833
2015/7/22- 7:03:17,2015/7/22,7:03:30,39.70498337,137.8239167
2015/7/22- 7:04:11,2015/7/22,7:03:58,39.70834997,137.8225834
2015/7/22- 7:04:49,2015/7/22,7:04:59,39.71113334,137.8213833
2015/7/22- 7:05:11,2015/7/22,7:04:59,39.71113334,137.8213833
2015/7/22- 7:07:20,2015/7/22,7:07:29,39.7194,137.8176667
2015/7/22- 7:09:21,2015/7/22,7:09:31,39.72655001,137.8145
2015/7/22- 7:10:26,2015/7/22,7:10:28,39.72928335,137.8133
2015/7/22- 7:11:09,2015/7/22,7:11:01,39.73150003,137.8123833
2015/7/22- 7:15:46,2015/7/22,7:15:58,39.74738332,137.8053
2015/7/22- 7:16:18,2015/7/22,7:16:30,39.7490167,137.80455
2015/7/22- 7:17:08,2015/7/22,7:16:59,39.75066667,137.8038334
2015/7/22- 7:18:14,2015/7/22,7:18:28,39.75561669,137.80165
2015/7/22- 7:19:37,2015/7/22,7:19:29,39.75889997,137.8001833
2015/7/22- 7:20:35,2015/7/22,7:20:30,39.76273335,137.79845
2015/7/22- 7:21:15,2015/7/22,7:21:31,39.7660167,137.797
2015/7/22- 7:22:14,2015/7/22,7:22:28,39.76874996,137.7957667
2015/7/22- 7:23:10,2015/7/22,7:23:01,39.77095004,137.7948333
2015/7/22- 7:23:30,2015/7/22,7:23:29,39.77206668,137.7944
2015/7/22- 7:23:54,2015/7/22,7:24:02,39.77425,137.7934334
2015/7/22- 7:25:44,2015/7/22,7:25:31,39.77921669,137.79125
2015/7/22- 7:26:12,2015/7/22,7:25:59,39.78031665,137.7907667
2015/7/22- 7:27:36,2015/7/22,7:27:28,39.78523331,137.7886667
2015/7/22- 7:28:44,2015/7/22,7:28:58,39.79014996,137.7864167
2015/7/22- 7:29:35,2015/7/22,7:29:30,39.79176667,137.7856834
2015/7/22- 7:29:50,2015/7/22,7:29:59,39.79338337,137.7849
2015/7/22- 7:33:16,2015/7/22,7:33:30,39.80478334,137.7796333
2015/7/22- 7:33:44,2015/7/22,7:33:58,39.80641664,137.7789167
2015/7/22- 7:34:02,2015/7/22,7:33:58,39.80641664,137.7789167
2015/7/22- 7:34:55,2015/7/22,7:34:59,39.80964996,137.7774167
2015/7/22- 7:35:30,2015/7/22,7:35:28,39.81126666,137.7766667
2015/7/22- 7:35:53,2015/7/22,7:36:00,39.8134333,137.77565
2015/7/22- 7:37:03,2015/7/22,7:37:01,39.81663334,137.7741667
2015/7/22- 7:37:25,2015/7/22,7:37:30,39.81770002,137.7736666
2015/7/22- 7:38:41,2015/7/22,7:38:31,39.82146668,137.7718833
2015/7/22- 7:39:11,2015/7/22,7:38:59,39.82254996,137.7713833
2015/7/22- 7:39:28,2015/7/22,7:39:28,39.82414998,137.7706333
2015/7/22- 7:40:14,2015/7/22,7:40:00,39.82576668,137.7698833
2015/7/22- 7:41:42,2015/7/22,7:41:30,39.83058334,137.7676666
2015/7/22- 7:43:53,2015/7/22,7:44:00,39.83863332,137.7639333
2015/7/22- 7:48:19,2015/7/22,7:48:28,39.85313335,137.7573167
2015/7/22- 7:52:44,2015/7/22,7:52:28,39.86639997,137.7529167
2015/7/22- 7:53:12,2015/7/22,7:53:01,39.86859997,137.7522
2015/7/22- 7:53:39,2015/7/22,7:53:29,39.86970001,137.75185
2015/7/22- 7:54:54,2015/7/22,7:54:59,39.87466671,137.7502
2015/7/22- 8:01:16,2015/7/22,8:01:28,39.89566664,137.7460666
2015/7/22- 8:04:10,2015/7/22,8:03:58,39.90228332,137.7535166
2015/7/22- 8:06:22,2015/7/22,8:06:29,39.90893335,137.7610334
2015/7/22- 8:06:36,2015/7/22,8:06:29,39.90893335,137.7610334
2015/7/22- 8:07:16,2015/7/22,8:07:30,39.91159997,137.7640166
2015/7/22- 8:11:43,2015/7/22,8:11:30,39.92136665,137.7749667
2015/7/22- 8:12:30,2015/7/22,8:12:31,39.92408331,137.7779833
2015/7/22- 8:14:08,2015/7/22,8:14:00,39.92905,137.7836
2015/7/22- 8:14:40,2015/7/22,8:14:29,39.93039999,137.7851333
2015/7/22- 8:15:13,2015/7/22,8:15:01,39.93223337,137.7871667
2015/7/22- 8:18:52,2015/7/22,8:19:01,39.94306664,137.7994
2015/7/22- 8:19:52,2015/7/22,8:20:01,39.94579998,137.8024167
2015/7/22- 8:20:41,2015/7/22,8:20:30,39.94670003,137.80345
2015/7/22- 8:21:01,2015/7/22,8:20:58,39.9480667,137.80495
2015/7/22- 8:23:31,2015/7/22,8:23:29,39.95491664,137.8125334
2015/7/22- 8:23:44,2015/7/22,8:23:29,39.95491664,137.8125334
2015/7/22- 8:24:29,2015/7/22,8:24:30,39.95760002,137.8155834
2015/7/22- 8:24:50,2015/7/22,8:24:58,39.95893333,137.81715
2015/7/22- 8:25:11,2015/7/22,8:24:58,39.95893333,137.81715
2015/7/22- 8:26:37,2015/7/22,8:26:32,39.96355,137.8221834
2015/7/22- 8:26:56,2015/7/22,8:27:00,39.96446664,137.8231666
2015/7/22- 8:28:09,2015/7/22,8:28:01,39.96769996,137.82665
2015/7/22- 8:32:17,2015/7/22,8:32:29,39.97968332,137.8396667
2015/7/22- 8:33:44,2015/7/22,8:33:58,39.98380001,137.8441
2015/7/22- 8:38:19,2015/7/22,8:38:31,39.99660001,137.8578334
2015/7/22- 8:41:06,2015/7/22,8:41:01,40.00338332,137.8651333
2015/7/22- 8:41:37,2015/7/22,8:41:30,40.00428337,137.8661167
2015/7/22- 8:42:20,2015/7/22,8:42:31,40.00746665,137.8695333
2015/7/22- 8:42:37,2015/7/22,8:42:31,40.00746665,137.8695333
2015/7/22- 8:44:10,2015/7/22,8:44:00,40.01111663,137.8733833
